,Country Name,Year,Access to electricity (% of population),Agricultural land (% of land area),Arable land (% of land area),Forest area (% of land area),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),"GNI per capita, Atlas method (current US$)",Land area (sq. km),Permanent cropland (% of land area),Population density (people per sq. km of land area),"Population, total",Rural population,Terrestrial and marine protected areas (% of total territorial area),Urban population,Urban population (% of total population),Urban population growth (annual %),Region,Income Level
83,Africa Western and Central,2011,45.90129862725865,39.349683277727294,10.786093625978081,20.586055376098027,670962551547.5798,4.848350992241038,1729.4571491736133,1605.6730496717275,9045780.0,2.0352031555045555,39.82911799756351,360285439.0,208012011.0,,152273428.0,42.26466339239426,4.352341054067722,,Lower middle income
84,Africa Western and Central,2012,44.130353886037526,39.51496056724793,11.033061825514217,20.49809922416862,727571396578.054,5.1429642611011275,1771.9097279668197,1774.0349978438142,9045780.0,2.0370824848713984,40.929916159800484,370243017.0,211404928.0,,158838089.0,42.90103542507325,4.31110081793129,,Lower middle income
85,Africa Western and Central,2013,47.0181626522631,39.74019155893687,11.113983537074747,20.41014307223921,820787588844.3622,6.104240724971305,1828.2350937482793,1931.8079561786865,9045780.0,2.0237060817309285,42.05694765957165,380437896.0,214830600.0,,165607296.0,43.530704316138895,4.261702619703513,,Lower middle income
86,Africa Western and Central,2014,47.745498987759696,39.76514684195282,11.113469485218522,20.3221869203098,851487150651.9532,5.927349883798456,1884.517299941973,2081.015684926754,9045780.0,2.024148276876068,43.21163890786643,390882979.0,218280270.0,,172602709.0,44.15713096123328,4.224097107412476,,Lower middle income
87,Africa Western and Central,2015,46.75227907604289,39.7920533110467,11.113469485218522,20.234230768380392,760729687146.5742,2.745936626124859,1886.2481579340338,1992.7514470359697,9045780.0,2.0249221183800623,44.39491685625784,401586651.0,221750635.0,,179836016.0,44.78137300175847,4.190726230142786,,Lower middle income
88,Africa Western and Central,2016,50.948938580755794,39.88912422146017,11.201908514246423,20.152610155232605,690543020916.2292,0.12759484294055312,1838.2711281115503,1769.7263673517423,9045780.0,2.014530532469284,45.60704538469872,412551299.0,225245547.0,13.78676095918243,187305752.0,45.4018091116082,4.153637389298041,,Lower middle income
89,Africa Western and Central,2017,48.848204763388345,39.930699176853736,11.224018271503397,20.071327182398864,683741574626.1919,2.318041529436016,1830.3818395054936,1611.4894834184674,9045780.0,2.0149727276144236,46.8472514255266,423769930.0,228753833.0,14.198422665856507,195016097.0,46.019333542677266,4.116448596837529,,Lower middle income
90,Africa Western and Central,2018,51.2532526128876,39.953545189027366,11.224018271503397,19.98609959561254,741691624372.7882,2.952230313421694,1834.3666043678693,1611.865619502046,9045780.0,2.0149727276144236,48.1140798250676,435229381.0,232268264.0,14.198422665856507,202961117.0,46.6331382779992,4.074032924574425,,Lower middle income
91,Africa Western and Central,2019,51.34142147137716,,,19.901214710063698,794572474605.8724,3.1903364694313154,1843.5584683771094,1669.1533225326964,9045780.0,,49.40553473553414,446911598.0,235777809.0,,211133789.0,47.242852878300106,4.026718083148893,,Lower middle income
92,Africa Western and Central,2020,,,,19.81676207026923,784587603322.8661,-0.8849809194590108,1778.9890687434938,1654.4256598084712,9045780.0,,50.72016741508195,458803476.0,239272321.0,,219531155.0,47.848625435250625,3.9772724393251906,,Lower middle income
93,Albania,1990,100.0,40.912408759124084,21.13138686131387,28.78832116788321,2028553750.0,-9.575640169486462,1606.3854439228323,650.0,27400.0,4.562043795620438,119.94678832116789,3286542.0,2089320.0,,1197222.0,36.428,2.5430425447496394,Europe and Central Asia,Low income
94,Albania,1991,100.0,41.13138686131387,21.094890510948904,28.717153284671532,1099559027.7777777,-28.002141656045936,1163.5560466428074,410.0,27400.0,4.562043795620438,119.22591240875913,3266790.0,2067878.0,,1198912.0,36.7,0.14106058177309305,Europe and Central Asia,Low income
95,Albania,1992,100.0,41.13138686131387,21.094890510948904,28.645985401459857,652174990.8373039,-7.187110916369448,1086.4989515534064,280.0,27400.0,4.562043795620438,118.50507299270073,3247039.0,2037549.0,,1209490.0,37.249,0.8784304298020181,Europe and Central Asia,Low income
96,Albania,1993,100.0,41.09489051094891,21.05839416058394,28.574817518248175,1185315468.4629517,9.559411694347375,1197.6472441225849,320.0,27400.0,4.562043795620438,117.78419708029197,3227287.0,2007405.0,,1219882.0,37.799,0.8555349601405285,Europe and Central Asia,Low income
97,Albania,1994,100.0,41.09489051094891,21.05839416058394,28.5036496350365,1880951520.397196,8.302866591128804,1305.0733473598716,380.0,27400.0,4.562043795620438,117.06335766423358,3207536.0,1977318.0,,1230218.0,38.354,0.8437256696397712,Europe and Central Asia,Low income
98,Albania,1995,100.0,41.13138686131387,21.05839416058394,28.432481751824817,2392764853.421074,13.322333320080233,1488.1033058211008,640.0,27400.0,4.562043795620438,116.34248175182482,3187784.0,1947385.0,,1240399.0,38.911,0.8241712600000908,Europe and Central Asia,Low income
99,Albania,1996,100.0,41.27737226277372,21.05839416058394,28.361313868613138,3199641335.937507,9.0999994436022,1633.6424860271513,890.0,27400.0,4.562043795620438,115.62164233576642,3168033.0,1917515.0,,1250518.0,39.473,0.812476342196282,Europe and Central Asia,Low income
